cluster,predicted_category,model_score,model_std
NODE_25_length_141908_cov_11.452659_111,unknown,0.9988901,
NODE_25_length_141908_cov_11.452659_112,unknown,0.96201795,
NODE_25_length_141908_cov_11.452659_113,unknown,0.99855906,
NODE_25_length_141908_cov_11.452659_114,unknown,0.91261864,
NODE_25_length_141908_cov_11.452659_115,unknown,0.98456025,
NODE_25_length_141908_cov_11.452659_117,other,0.9572186,
NODE_25_length_141908_cov_11.452659_118,unknown,0.9985694,
NODE_25_length_141908_cov_11.452659_119,unknown,0.99622655,1.0311603546142578e-05
NODE_25_length_141908_cov_11.452659_12,other,0.975428,0.019011668860912323
NODE_25_length_141908_cov_11.452659_120,unknown,0.89291066,
NODE_25_length_141908_cov_11.452659_121,unknown,0.92351985,
NODE_25_length_141908_cov_11.452659_122,unknown,0.9802454,
NODE_25_length_141908_cov_11.452659_123,unknown,0.95943457,
NODE_25_length_141908_cov_11.452659_124,unknown,0.81934965,
NODE_25_length_141908_cov_11.452659_126,other,0.60846287,0.28446993231773376
NODE_25_length_141908_cov_11.452659_127,unknown,0.54810613,
NODE_25_length_141908_cov_11.452659_128,unknown,0.9893216,
NODE_25_length_141908_cov_11.452659_129,unknown,0.9712064,
NODE_25_length_141908_cov_11.452659_13,other,0.9655843,
NODE_25_length_141908_cov_11.452659_130,unknown,0.8793656,
NODE_25_length_141908_cov_11.452659_131,unknown,0.9855994,
NODE_25_length_141908_cov_11.452659_132,unknown,0.98581576,
NODE_25_length_141908_cov_11.452659_133,unknown,0.8655477,0.06874550133943558
NODE_25_length_141908_cov_11.452659_134,unknown,0.98138,0.006959871388971806
NODE_25_length_141908_cov_11.452659_135,unknown,0.61922187,
NODE_25_length_141908_cov_11.452659_136,unknown,0.9494467,
NODE_25_length_141908_cov_11.452659_137,unknown,0.9786688,
NODE_25_length_141908_cov_11.452659_138,unknown,0.9113636,0.037489522248506546
NODE_25_length_141908_cov_11.452659_14,other,0.70810443,
NODE_25_length_141908_cov_11.452659_140,unknown,0.9956274,
NODE_25_length_141908_cov_11.452659_141,"DNA, RNA and nucleotide metabolism",0.9182803,
NODE_25_length_141908_cov_11.452659_142,unknown,0.9877352,
NODE_25_length_141908_cov_11.452659_143,unknown,0.9877446,0.0007262825965881348
NODE_25_length_141908_cov_11.452659_144,unknown,0.9611965,
NODE_25_length_141908_cov_11.452659_145,unknown,0.71848774,0.246355801820755
NODE_25_length_141908_cov_11.452659_147,unknown,0.40013215,
NODE_25_length_141908_cov_11.452659_148,unknown,0.91931224,
NODE_25_length_141908_cov_11.452659_149,unknown,0.9789236,
NODE_25_length_141908_cov_11.452659_150,other,0.9960557,
NODE_25_length_141908_cov_11.452659_151,unknown,0.5304868,
NODE_25_length_141908_cov_11.452659_152,unknown,0.69850606,
NODE_25_length_141908_cov_11.452659_153,unknown,0.7215767,
NODE_25_length_141908_cov_11.452659_154,unknown,0.7017962,
NODE_25_length_141908_cov_11.452659_158,unknown,0.552391,
NODE_25_length_141908_cov_11.452659_161,head and packaging,0.9913374,0.0079642990604043
NODE_25_length_141908_cov_11.452659_162,head and packaging,0.99076056,
NODE_25_length_141908_cov_11.452659_166,unknown,0.99110436,
NODE_25_length_141908_cov_11.452659_167,head and packaging,0.65841633,
NODE_25_length_141908_cov_11.452659_168,tail,0.8911609,
NODE_25_length_141908_cov_11.452659_169,unknown,0.3778323,
NODE_25_length_141908_cov_11.452659_170,"DNA, RNA and nucleotide metabolism",0.6900397,
NODE_25_length_141908_cov_11.452659_171,unknown,0.9199056,
NODE_25_length_141908_cov_11.452659_172,unknown,0.6981234,
NODE_25_length_141908_cov_11.452659_173,unknown,0.9495028,
NODE_25_length_141908_cov_11.452659_174,tail,0.9567633,
NODE_25_length_141908_cov_11.452659_175,head and packaging,0.5547386,
NODE_25_length_141908_cov_11.452659_176,unknown,0.8448336,
NODE_25_length_141908_cov_11.452659_178,head and packaging,0.82254374,
NODE_25_length_141908_cov_11.452659_179,head and packaging,0.8555306,
NODE_25_length_141908_cov_11.452659_181,unknown,0.7061781,
NODE_25_length_141908_cov_11.452659_182,unknown,0.74328053,
NODE_25_length_141908_cov_11.452659_183,unknown,0.95509034,
NODE_25_length_141908_cov_11.452659_184,connector,0.93802726,
NODE_25_length_141908_cov_11.452659_185,unknown,0.3601266,
NODE_25_length_141908_cov_11.452659_186,tail,0.9997863,
NODE_25_length_141908_cov_11.452659_187,unknown,0.996438,
NODE_25_length_141908_cov_11.452659_188,"DNA, RNA and nucleotide metabolism",0.30726382,
NODE_25_length_141908_cov_11.452659_189,unknown,0.9577531,
NODE_25_length_141908_cov_11.452659_19,unknown,0.8830059,
NODE_25_length_141908_cov_11.452659_190,unknown,0.6047912,0.03735044226050377
NODE_25_length_141908_cov_11.452659_191,tail,0.9796608,
NODE_25_length_141908_cov_11.452659_192,head and packaging,0.47362185,
NODE_25_length_141908_cov_11.452659_193,head and packaging,0.45402887,
NODE_25_length_141908_cov_11.452659_194,unknown,0.97654146,
NODE_25_length_141908_cov_11.452659_195,unknown,0.57884663,
NODE_25_length_141908_cov_11.452659_196,head and packaging,0.98795134,
NODE_25_length_141908_cov_11.452659_197,other,0.9443129,
NODE_25_length_141908_cov_11.452659_2,unknown,0.9715209,0.01990392804145813
NODE_25_length_141908_cov_11.452659_20,other,0.67421967,0.052856266498565674
NODE_25_length_141908_cov_11.452659_21,"DNA, RNA and nucleotide metabolism",0.9999942,2.4437904357910156e-06
NODE_25_length_141908_cov_11.452659_22,"moron, auxiliary metabolic gene and host takeover",0.97934866,
NODE_25_length_141908_cov_11.452659_23,unknown,0.92701274,
NODE_25_length_141908_cov_11.452659_24,unknown,0.97071004,
NODE_25_length_141908_cov_11.452659_25,unknown,0.33034632,
NODE_25_length_141908_cov_11.452659_26,"DNA, RNA and nucleotide metabolism",0.27370813,0.11775309592485428
NODE_25_length_141908_cov_11.452659_28,unknown,0.9344134,
NODE_25_length_141908_cov_11.452659_29,unknown,0.87346876,0.03933039307594299
NODE_25_length_141908_cov_11.452659_3,unknown,0.990498,
NODE_25_length_141908_cov_11.452659_31,unknown,0.99728066,
NODE_25_length_141908_cov_11.452659_32,unknown,0.99512357,
NODE_25_length_141908_cov_11.452659_33,"DNA, RNA and nucleotide metabolism",0.98818433,
NODE_25_length_141908_cov_11.452659_34,unknown,0.9184492,0.02334573119878769
NODE_25_length_141908_cov_11.452659_36,"DNA, RNA and nucleotide metabolism",0.9905672,0.0035228431224823
NODE_25_length_141908_cov_11.452659_38,unknown,0.94810593,
NODE_25_length_141908_cov_11.452659_4,unknown,0.9973109,
NODE_25_length_141908_cov_11.452659_40,unknown,0.99297464,
NODE_25_length_141908_cov_11.452659_41,lysis,0.9872988,
NODE_25_length_141908_cov_11.452659_42,unknown,0.72851163,
NODE_25_length_141908_cov_11.452659_43,"DNA, RNA and nucleotide metabolism",0.60027814,
NODE_25_length_141908_cov_11.452659_45,unknown,0.97597,
NODE_25_length_141908_cov_11.452659_46,unknown,0.99754673,
NODE_25_length_141908_cov_11.452659_47,unknown,0.81931925,
NODE_25_length_141908_cov_11.452659_48,unknown,0.9851007,0.007773220539093018
NODE_25_length_141908_cov_11.452659_49,"moron, auxiliary metabolic gene and host takeover",0.79917896,
NODE_25_length_141908_cov_11.452659_5,"moron, auxiliary metabolic gene and host takeover",0.9549046,
NODE_25_length_141908_cov_11.452659_50,"moron, auxiliary metabolic gene and host takeover",0.90709305,
NODE_25_length_141908_cov_11.452659_51,unknown,0.3559866,
NODE_25_length_141908_cov_11.452659_52,unknown,0.49055138,
NODE_25_length_141908_cov_11.452659_53,"moron, auxiliary metabolic gene and host takeover",0.693538,
NODE_25_length_141908_cov_11.452659_54,"moron, auxiliary metabolic gene and host takeover",0.94337475,
NODE_25_length_141908_cov_11.452659_55,unknown,0.962675,
NODE_25_length_141908_cov_11.452659_56,"moron, auxiliary metabolic gene and host takeover",0.9740031,
NODE_25_length_141908_cov_11.452659_58,unknown,0.9540561,0.0004411935806274414
NODE_25_length_141908_cov_11.452659_59,unknown,0.9871243,
NODE_25_length_141908_cov_11.452659_6,other,0.99015945,
NODE_25_length_141908_cov_11.452659_60,unknown,0.99017596,0.008726924657821655
NODE_25_length_141908_cov_11.452659_61,unknown,0.9610062,
NODE_25_length_141908_cov_11.452659_62,unknown,0.98722124,0.0033923089504241943
NODE_25_length_141908_cov_11.452659_63,unknown,0.97798514,
NODE_25_length_141908_cov_11.452659_65,"moron, auxiliary metabolic gene and host takeover",0.8714219,0.10945917665958405
NODE_25_length_141908_cov_11.452659_66,unknown,0.9583054,
NODE_25_length_141908_cov_11.452659_67,"DNA, RNA and nucleotide metabolism",0.9729513,
NODE_25_length_141908_cov_11.452659_69,unknown,0.92751557,0.051118671894073486
NODE_25_length_141908_cov_11.452659_7,"moron, auxiliary metabolic gene and host takeover",0.9848977,
NODE_25_length_141908_cov_11.452659_71,unknown,0.89677787,0.09432849287986755
NODE_25_length_141908_cov_11.452659_72,unknown,0.98174036,
NODE_25_length_141908_cov_11.452659_73,unknown,0.9964875,
NODE_25_length_141908_cov_11.452659_74,unknown,0.9964313,
NODE_25_length_141908_cov_11.452659_75,unknown,0.6069224,
NODE_25_length_141908_cov_11.452659_76,unknown,0.9999448,
NODE_25_length_141908_cov_11.452659_77,unknown,0.91725224,0.06253398209810257
NODE_25_length_141908_cov_11.452659_78,unknown,0.95195234,
NODE_25_length_141908_cov_11.452659_79,unknown,0.99659854,
NODE_25_length_141908_cov_11.452659_8,"moron, auxiliary metabolic gene and host takeover",0.993898,
NODE_25_length_141908_cov_11.452659_80,unknown,0.9801813,
NODE_25_length_141908_cov_11.452659_81,unknown,0.9698471,
NODE_25_length_141908_cov_11.452659_82,unknown,0.9954658,
NODE_25_length_141908_cov_11.452659_83,unknown,0.91661155,
NODE_25_length_141908_cov_11.452659_84,unknown,0.8756308,
NODE_25_length_141908_cov_11.452659_85,unknown,0.9813311,
NODE_25_length_141908_cov_11.452659_86,unknown,0.9966876,
NODE_25_length_141908_cov_11.452659_87,unknown,0.43064392,0.09961285442113876
NODE_25_length_141908_cov_11.452659_88,unknown,0.50920415,0.09223422408103943
NODE_25_length_141908_cov_11.452659_89,unknown,0.99737346,
NODE_25_length_141908_cov_11.452659_9,unknown,0.41651532,
NODE_25_length_141908_cov_11.452659_90,unknown,0.91225857,
NODE_25_length_141908_cov_11.452659_91,unknown,0.8556915,
NODE_25_length_141908_cov_11.452659_92,unknown,0.98068637,
NODE_25_length_141908_cov_11.452659_93,unknown,0.9078701,
NODE_25_length_141908_cov_11.452659_94,other,0.8953896,
NODE_25_length_141908_cov_11.452659_95,unknown,0.76774704,
NODE_25_length_141908_cov_11.452659_96,unknown,0.47374922,
NODE_25_length_141908_cov_11.452659_97,unknown,0.99953246,
NODE_25_length_141908_cov_11.452659_98,unknown,0.9992724,
NODE_25_length_141908_cov_11.452659_99,unknown,0.9995489,
NODE_2601_length_10498_cov_6.777746_1,transcription regulation,0.8554476,
NODE_2601_length_10498_cov_6.777746_7,"DNA, RNA and nucleotide metabolism",0.9957159,
NODE_26025_length_5442_cov_2.524596_1,head and packaging,0.9692723,
NODE_26025_length_5442_cov_2.524596_3,unknown,0.65579456,
NODE_26025_length_5442_cov_2.524596_4,head and packaging,0.7182123,0.04559981822967529
NODE_26025_length_5442_cov_2.524596_6,unknown,0.47621217,
NODE_2602_length_23673_cov_3.654331_1,transcription regulation,0.67511994,
NODE_2602_length_23673_cov_3.654331_11,unknown,0.9184214,
NODE_2602_length_23673_cov_3.654331_13,head and packaging,0.9706826,0.025699447840452194
NODE_2602_length_23673_cov_3.654331_14,"DNA, RNA and nucleotide metabolism",0.9457574,0.03262416645884514
NODE_2602_length_23673_cov_3.654331_18,unknown,0.8614939,0.0956709161400795
NODE_2602_length_23673_cov_3.654331_2,head and packaging,0.9988448,
NODE_2602_length_23673_cov_3.654331_21,transcription regulation,0.9808264,
NODE_2602_length_23673_cov_3.654331_23,unknown,0.9960794,0.0
NODE_2602_length_23673_cov_3.654331_24,unknown,0.98206204,1.1920928955078125e-07
NODE_2602_length_23673_cov_3.654331_25,unknown,0.9989244,
NODE_2602_length_23673_cov_3.654331_26,unknown,0.86568856,8.940696716308594e-07
NODE_2602_length_23673_cov_3.654331_27,unknown,0.9645429,0.010498414747416973
NODE_2602_length_23673_cov_3.654331_28,unknown,0.99757856,0.0
NODE_2602_length_23673_cov_3.654331_29,unknown,0.8796143,8.344650268554688e-07
NODE_2602_length_23673_cov_3.654331_5,unknown,0.975217,0.004262165632098913
NODE_26205_length_4069_cov_3.088440_1,unknown,0.9765771,
NODE_2628_length_21538_cov_7.373784_11,unknown,0.722911,0.10380937904119492
NODE_2628_length_21538_cov_7.373784_18,unknown,0.9920714,0.006516393274068832
NODE_2628_length_21538_cov_7.373784_19,"DNA, RNA and nucleotide metabolism",0.92983943,0.09662860631942749
NODE_2628_length_21538_cov_7.373784_25,unknown,0.872452,0.0
NODE_2628_length_21538_cov_7.373784_5,unknown,0.878717,0.025770366191864014
NODE_2628_length_21538_cov_7.373784_8,tail,0.97871244,
NODE_2628_length_21538_cov_7.373784_9,unknown,0.9565102,
NODE_26292_length_3287_cov_3.622525_1,unknown,0.80305415,
NODE_26292_length_3287_cov_3.622525_2,unknown,0.6242045,
NODE_26292_length_3287_cov_3.622525_3,head and packaging,0.986779,
NODE_26292_length_3287_cov_3.622525_4,unknown,0.8128789,
NODE_262_length_40617_cov_8.727750_1,unknown,0.9901197,
NODE_262_length_40617_cov_8.727750_10,unknown,0.9650239,
NODE_262_length_40617_cov_8.727750_12,unknown,0.94548774,
NODE_262_length_40617_cov_8.727750_15,unknown,0.92573154,
NODE_262_length_40617_cov_8.727750_16,unknown,0.9223217,
NODE_262_length_40617_cov_8.727750_17,unknown,0.9848868,
NODE_262_length_40617_cov_8.727750_18,"moron, auxiliary metabolic gene and host takeover",0.9543001,
NODE_262_length_40617_cov_8.727750_19,"moron, auxiliary metabolic gene and host takeover",0.99992657,
NODE_262_length_40617_cov_8.727750_2,unknown,0.9594218,
NODE_262_length_40617_cov_8.727750_21,unknown,0.3873179,
NODE_262_length_40617_cov_8.727750_22,unknown,0.97374696,
NODE_262_length_40617_cov_8.727750_24,unknown,0.99969614,
NODE_262_length_40617_cov_8.727750_27,unknown,0.9920547,0.0017331819981336594
NODE_262_length_40617_cov_8.727750_28,unknown,0.81735116,0.17148630321025848
NODE_262_length_40617_cov_8.727750_37,unknown,0.9803707,0.005217785481363535
NODE_262_length_40617_cov_8.727750_4,unknown,0.98925143,0.006038571707904339
NODE_262_length_40617_cov_8.727750_41,unknown,0.9732763,0.014335870742797852
NODE_262_length_40617_cov_8.727750_47,tail,0.871951,
NODE_262_length_40617_cov_8.727750_48,unknown,0.84955025,
NODE_262_length_40617_cov_8.727750_49,tail,0.5190667,
NODE_262_length_40617_cov_8.727750_5,unknown,0.9811292,
NODE_262_length_40617_cov_8.727750_6,unknown,0.9589879,0.020663419738411903
NODE_26392_length_5237_cov_87.344076_1,unknown,0.9111519,
NODE_26392_length_5237_cov_87.344076_10,unknown,0.58327067,0.1548968255519867
NODE_26392_length_5237_cov_87.344076_2,head and packaging,0.99984753,
NODE_26392_length_5237_cov_87.344076_3,unknown,0.62449324,
NODE_26392_length_5237_cov_87.344076_4,unknown,0.98165774,
NODE_26392_length_5237_cov_87.344076_5,transcription regulation,0.53627497,0.34585919976234436
NODE_26392_length_5237_cov_87.344076_6,transcription regulation,0.70710444,
NODE_2641_length_21080_cov_5.768038_1,unknown,0.9989797,0.0005328953266143799
NODE_2641_length_21080_cov_5.768038_17,transcription regulation,0.9382367,0.013080433011054993
NODE_2641_length_21080_cov_5.768038_23,unknown,0.98752886,0.0023460902739316225
NODE_2641_length_21080_cov_5.768038_24,unknown,0.9850986,0.013317885808646679
NODE_2641_length_21080_cov_5.768038_27,unknown,0.96080494,0.0
NODE_2641_length_21080_cov_5.768038_28,unknown,0.99764574,0.0011431872844696045
NODE_2641_length_21080_cov_5.768038_31,unknown,0.9862148,
NODE_2641_length_21080_cov_5.768038_33,unknown,0.9919936,0.0055864243768155575
NODE_2642_length_11713_cov_3.202350_6,head and packaging,0.486378,
NODE_2642_length_11713_cov_3.202350_7,tail,0.9897474,
NODE_2642_length_11713_cov_3.202350_8,unknown,0.8237442,
NODE_2643_length_12371_cov_2.633241_1,head and packaging,0.5262553,
NODE_2643_length_12371_cov_2.633241_2,transcription regulation,0.34400684,
NODE_2643_length_12371_cov_2.633241_3,unknown,0.9781017,
NODE_26473_length_3865_cov_2.325197_1,head and packaging,0.9071223,
NODE_26473_length_3865_cov_2.325197_4,unknown,0.99479115,
NODE_2647_length_11356_cov_5.173259_1,unknown,0.45454714,
NODE_2647_length_11356_cov_5.173259_2,head and packaging,0.6143875,0.055598050355911255
NODE_2647_length_11356_cov_5.173259_3,unknown,0.31993842,0.04148927330970764
NODE_2655_length_25582_cov_3.708113_10,unknown,0.94420767,0.032193925231695175
NODE_2655_length_25582_cov_3.708113_12,unknown,0.92890656,0.02245774120092392
NODE_2655_length_25582_cov_3.708113_13,unknown,0.98681587,0.0
NODE_2655_length_25582_cov_3.708113_14,unknown,0.9734585,2.035886268458853e-07
NODE_2655_length_25582_cov_3.708113_15,unknown,0.9075842,2.4575624024691933e-07
NODE_2655_length_25582_cov_3.708113_2,unknown,0.9273093,1.7881393432617188e-07
NODE_2655_length_25582_cov_3.708113_21,tail,0.9968369,0.00037041306495666504
NODE_2655_length_25582_cov_3.708113_26,other,0.55635285,3.291773964519962e-07
NODE_2655_length_25582_cov_3.708113_28,unknown,0.9966172,0.0018790662288665771
NODE_2655_length_25582_cov_3.708113_29,other,0.95177865,4.214684778958144e-08
NODE_2655_length_25582_cov_3.708113_3,tail,0.99885255,2.714263609959744e-05
NODE_2655_length_25582_cov_3.708113_33,unknown,0.99055564,0.003812640905380249
NODE_2655_length_25582_cov_3.708113_9,unknown,0.89262104,3.3717478231665154e-07
NODE_2662_length_17980_cov_4.931381_1,unknown,0.97500813,
NODE_2662_length_17980_cov_4.931381_10,"DNA, RNA and nucleotide metabolism",0.9994896,0.00037110564881004393
NODE_2662_length_17980_cov_4.931381_11,unknown,0.9943269,
NODE_2662_length_17980_cov_4.931381_12,"DNA, RNA and nucleotide metabolism",0.96482825,0.024365097284317017
NODE_2662_length_17980_cov_4.931381_2,unknown,0.98300123,
NODE_2662_length_17980_cov_4.931381_20,tail,0.91332096,0.025877660140395164
NODE_2662_length_17980_cov_4.931381_3,unknown,0.8937484,
NODE_2662_length_17980_cov_4.931381_4,"DNA, RNA and nucleotide metabolism",0.9948245,
NODE_2662_length_17980_cov_4.931381_5,unknown,0.8317533,
NODE_2662_length_17980_cov_4.931381_9,other,0.7686333,0.19669649004936218
NODE_267_length_31563_cov_4.216104_1,unknown,0.97838235,
NODE_267_length_31563_cov_4.216104_10,tail,0.9995808,
NODE_267_length_31563_cov_4.216104_11,unknown,0.72083944,0.047943610697984695
NODE_267_length_31563_cov_4.216104_12,tail,0.999667,9.587311797076836e-05
NODE_267_length_31563_cov_4.216104_18,unknown,0.6525872,0.3595218062400818
NODE_267_length_31563_cov_4.216104_19,unknown,0.9788304,
NODE_267_length_31563_cov_4.216104_20,unknown,0.99222916,
NODE_267_length_31563_cov_4.216104_21,unknown,0.4646443,0.21061617136001587
NODE_267_length_31563_cov_4.216104_22,unknown,0.9172912,
NODE_267_length_31563_cov_4.216104_23,tail,0.99869305,
NODE_267_length_31563_cov_4.216104_24,head and packaging,0.99890196,0.0004710853099822998
NODE_267_length_31563_cov_4.216104_26,"DNA, RNA and nucleotide metabolism",0.97324765,
